PartcipantID:1
RandID:1
InitialTimeStamp:11-47-04-422
block;trial;eventType;elapsedTime
1;0;ShowNumber;0.032
1;1;Trial;2.082
1;1;AnswerScreen;4.108
1;1;TrialAnswer;4.331
1;1;EnterNumber;5.377
1;1;InterTrialRest;10.423
1;1;InterTrialRest;10.465
1;1;ShowNumber;10.806
1;2;Trial;12.859
1;2;AnswerScreen;14.881
1;2;TrialAnswer;15.097
1;2;EnterNumber;16.136
1;2;InterTrialRest;21.186
1;2;InterTrialRest;21.229
1;2;ShowNumber;21.571
1;3;Trial;23.62
1;3;ParticipantSkip;24.81
1;3;AnswerScreen;24.81
1;3;TrialAnswer;24.856
1;3;ParticipantAnswer;25.327
1;3;EnterNumber;26.733
1;3;InterTrialRest;28.446
1;3;InterTrialRest;28.488
1;3;ShowNumber;28.835
1;4;Trial;30.872
1;4;ParticipantSkip;32.3
1;4;AnswerScreen;32.3
1;4;TrialAnswer;32.524
1;4;ParticipantAnswer;33.096
1;4;EnterNumber;34.162
1;4;InterTrialRest;35.188
1;4;InterTrialRest;35.229
1;4;ShowNumber;35.572
