PartcipantID:1
RandID:1
InitialTimeStamp:18-12-56-510
block;trial;eventType;elapsedTime;EyeTrackerTime
1;0;Saccade0;0.06;
1;0;ShowingSaccadeCross_Time0.6084716;0.096;
1;0;ShowingSaccadeDot_Trial1_Position3;0.696;13257005767
1;0;ShowingSaccadeCross_Time0.6163065;1.707;13258019097
1;0;ShowingSaccadeDot_Trial2_Position0;2.331;13258642430
1;0;ShowingSaccadeCross_Time1.112223;3.341;13259652427
1;0;ShowingSaccadeDot_Trial3_Position1;4.466;13260779090
1;0;ShowingSaccadeCross_Time1.385315;5.478;13261784103
1;0;ShowingSaccadeDot_Trial4_Position2;6.876;13263185764
1;0;ShowingSaccadeCross_Time1.422257;7.884;13264195759
1;0;ShowingSaccadeDot_Trial5_Position2;9.312;13265624084
1;0;ShowingSaccadeCross_Time0.8709308;10.321;13266630760
1;0;ShowingSaccadeDot_Trial6_Position2;11.193;13267505757
1;0;ShowingSaccadeCross_Time1.404057;12.201;13268512421
1;0;ShowingSaccadeDot_Trial7_Position0;13.616;13269929082
1;0;ShowingSaccadeCross_Time1.077984;14.628;13270940746
1;0;ShowingSaccadeDot_Trial8_Position2;15.722;13272032426
1;0;ShowingSaccadeCross_Time0.9724556;16.733;13273045757
1;0;ShowingSaccadeDot_Trial9_Position1;17.71;13274022433
1;0;ShowingSaccadeCross_Time0.7869166;18.718;13275019100
1;0;ShowingSaccadeDot_Trial10_Position3;19.511;13275822435
1;0;ShowingSaccadeCross_Time1.329321;20.518;13276830769
1;0;ShowingSaccadeDot_Trial11_Position3;21.852;13278164100
1;0;ShowingSaccadeCross_Time0.6502973;22.863;13279174114
1;0;ShowingSaccadeDot_Trial12_Position1;23.519;13279830779
1;0;ShowingSaccadeCross_Time1.041878;24.531;13280844109
1;0;ShowingSaccadeDot_Trial13_Position1;25.573;13281884115
1;0;ShowingSaccadeCross_Time0.8239376;26.587;13282899113
1;0;ShowingSaccadeDot_Trial14_Position0;27.427;13283740777
1;0;ShowingSaccadeCross_Time1.43289;28.437;13284749108
1;0;ShowingSaccadeDot_Trial15_Position0;29.873;13286184104
1;0;ShowingSaccadeCross_Time0.8448275;30.884;13287197451
1;0;ShowingSaccadeDot_Trial16_Position3;31.729;13288039116
1;0;RewardScene;32.769;NA
1;1;Trial;34.826;NA
1;1;ParticipantSkip;40.099;13296402442
1;1;AnswerScreen;40.099;13296402442
1;1;TrialAnswer;40.127;NA
1;1;ParticipantAnswer;41.138;NA
