PartcipantID:1
RandID:1
InitialTimeStamp:13-52-59-811
block;trial;eventType;elapsedTime
1;0;RewardScene;0.028
1;1;Trial;2.071
1;1;ParticipantSkip;3.547
1;1;AnswerScreen;3.548
1;1;TrialAnswer;3.575
1;1;ParticipantAnswer;4.157
1;1;EnterNumber;13.157
1;1;InterTrialRest;18.21
1;1;InterTrialRest;18.253
1;1;RewardScene;18.591
1;2;Trial;20.637
1;2;AnswerScreen;28.651
1;2;TrialAnswer;28.679
1;2;EnterNumber;31.712
1;2;InterTrialRest;36.744
1;2;InterTrialRest;36.789
1;2;RewardScene;37.131
1;3;Trial;39.16
1;3;AnswerScreen;47.163
1;3;TrialAnswer;47.192
1;3;EnterNumber;50.225
1;3;InterTrialRest;55.266
1;3;InterTrialRest;55.308
1;3;RewardScene;55.645
1;4;Trial;57.694
1;4;AnswerScreen;65.71
1;4;TrialAnswer;65.739
1;4;EnterNumber;68.778
1;4;InterTrialRest;73.832
1;4;InterTrialRest;73.874
1;4;RewardScene;74.21
1;5;Trial;76.248
1;5;AnswerScreen;84.272
1;5;TrialAnswer;84.299
1;5;EnterNumber;87.338
1;5;InterTrialRest;92.377
1;5;InterTrialRest;92.421
1;5;RewardScene;92.758
1;6;Trial;94.801
1;6;ParticipantSkip;99.221
1;6;AnswerScreen;99.222
1;6;TrialAnswer;99.249
1;6;ParticipantAnswer;99.818
1;6;EnterNumber;105.892
1;6;InterTrialRest;110.935
1;6;InterTrialRest;110.976
