PartcipantID:41
RandID:1
InitialTimeStamp:11-29-52-033
block;trial;eventType;elapsedTime
1;0;ShowNumber;0.032
1;1;Trial;2.101
1;1;AnswerScreen;4.133
1;1;TrialAnswer;4.351
1;1;EnterNumber;5.388
1;1;InterTrialRest;10.436
1;1;InterTrialRest;10.478
1;1;ShowNumber;10.817
1;2;Trial;12.868
1;2;AnswerScreen;14.888
1;2;TrialAnswer;14.921
1;2;EnterNumber;15.959
1;2;InterTrialRest;21.004
1;2;InterTrialRest;21.047
1;2;ShowNumber;21.387
1;3;Trial;23.429
1;3;AnswerScreen;25.455
1;3;TrialAnswer;25.668
1;3;EnterNumber;26.714
1;3;InterTrialRest;28.65
1;3;InterTrialRest;28.691
1;3;ShowNumber;29.036
1;4;Trial;31.079
1;4;AnswerScreen;35.716
1;4;TrialAnswer;35.939
1;4;EnterNumber;44.607
1;4;InterTrialRest;95.948
1;4;InterTrialRest;95.989
1;4;ShowNumber;96.331
1;5;Trial;98.379
1;5;AnswerScreen;100.402
1;5;TrialAnswer;100.62
1;5;EnterNumber;101.657
1;5;InterTrialRest;104.091
1;5;InterTrialRest;104.134
1;5;ShowNumber;104.483
1;6;Trial;106.524
1;6;AnswerScreen;108.54
1;6;TrialAnswer;108.573
1;6;EnterNumber;109.617
1;6;InterTrialRest;110.419
1;6;InterTrialRest;110.461
1;6;ShowNumber;110.819
1;7;Trial;112.866
1;7;AnswerScreen;114.89
1;7;TrialAnswer;114.92
1;7;EnterNumber;115.959
1;7;InterTrialRest;117.207
1;7;InterTrialRest;117.248
1;7;ShowNumber;117.59
1;8;Trial;119.633
1;8;AnswerScreen;121.66
1;8;TrialAnswer;121.882
1;8;EnterNumber;122.928
1;8;InterTrialRest;125.833
1;8;InterTrialRest;125.874
2;0;InterBlockRest;126.222
