PartcipantID:1
RandID:1
InitialTimeStamp:11-38-23-875
block;trial;eventType;elapsedTime
1;0;ShowNumber;0.034
1;1;Trial;2.1
1;1;AnswerScreen;4.116
1;1;TrialAnswer;4.15
1;1;EnterNumber;5.18
1;1;InterTrialRest;10.218
1;1;InterTrialRest;10.262
1;1;ShowNumber;10.603
1;2;Trial;12.64
1;2;AnswerScreen;14.659
1;2;TrialAnswer;14.691
1;2;EnterNumber;15.725
1;2;InterTrialRest;20.76
1;2;InterTrialRest;20.802
1;2;ShowNumber;21.139
1;3;Trial;23.181
1;3;AnswerScreen;25.201
1;3;TrialAnswer;25.232
1;3;EnterNumber;26.277
1;3;InterTrialRest;31.32
1;3;InterTrialRest;31.362
1;3;ShowNumber;31.704
1;4;Trial;33.748
1;4;AnswerScreen;35.784
1;4;TrialAnswer;35.987
1;4;EnterNumber;37.024
1;4;InterTrialRest;41.531
1;4;InterTrialRest;41.572
1;4;ShowNumber;41.913
1;5;Trial;43.963
1;5;AnswerScreen;45.988
1;5;TrialAnswer;46.202
1;5;EnterNumber;47.247
1;5;InterTrialRest;52.293
1;5;InterTrialRest;52.336
1;5;ShowNumber;52.681
1;6;Trial;54.748
1;6;ParticipantSkip;56.109
1;6;AnswerScreen;56.109
1;6;TrialAnswer;56.202
1;6;ParticipantAnswer;56.91
1;6;EnterNumber;57.925
1;6;InterTrialRest;58.17
1;6;InterTrialRest;58.211
1;6;ShowNumber;58.559
1;7;Trial;60.601
1;7;ParticipantSkip;61.93
1;7;AnswerScreen;61.93
1;7;TrialAnswer;62.047
1;7;ParticipantAnswer;62.672
1;7;EnterNumber;63.789
1;7;InterTrialRest;64.368
1;7;InterTrialRest;64.41
1;7;ShowNumber;64.756
1;8;Trial;66.818
1;8;ParticipantSkip;67.77
1;8;AnswerScreen;67.771
1;8;TrialAnswer;67.87
1;8;ParticipantAnswer;68.617
1;8;EnterNumber;69.989
1;8;InterTrialRest;70.519
1;8;InterTrialRest;70.559
2;0;InterBlockRest;70.907
