PartcipantID:1
RandID:5
InitialTimeStamp:21-59-09-258
block;trial;eventType;elapsedTime
1;0;ShowNumber;0.03
1;1;Trial;12.272
1;1;AnswerScreen;14.299
1;1;TrialAnswer;14.329
1;1;ParticipantAnswer;15.088
1;1;EnterNumber;15.371
1;1;InterTrialRest;16.543
1;1;InterTrialRest;16.585
1;1;ShowNumber;16.931
1;2;Trial;18.97
1;2;AnswerScreen;20.985
1;2;TrialAnswer;21.013
1;2;EnterNumber;22.051
PartcipantID:1
RandID:5
InitialTimeStamp:21-59-55-417
block;trial;eventType;elapsedTime
1;0;ShowNumber;0.036
1;1;Trial;2.09
1;1;ParticipantSkip;3.179
1;1;AnswerScreen;3.18
1;1;TrialAnswer;3.207
1;1;EnterNumber;5.185
1;1;InterTrialRest;7.735
1;1;InterTrialRest;7.777
1;1;ShowNumber;8.118
1;2;Trial;10.169
1;2;AnswerScreen;12.185
1;2;TrialAnswer;12.214
1;2;ParticipantAnswer;12.7
1;2;EnterNumber;13.255
1;2;InterTrialRest;15.682
1;2;InterTrialRest;15.724
1;2;ShowNumber;16.065
1;3;Trial;18.107
1;3;AnswerScreen;20.128
1;3;TrialAnswer;20.156
1;3;ParticipantAnswer;20.95
1;3;EnterNumber;21.197
1;3;InterTrialRest;22.653
1;3;InterTrialRest;22.695
1;3;ShowNumber;23.037
1;4;Trial;25.079
1;4;ParticipantSkip;25.991
1;4;AnswerScreen;25.992
1;4;TrialAnswer;26.019
1;4;ParticipantAnswer;26.589
1;4;EnterNumber;28.166
1;4;InterTrialRest;28.701
1;4;InterTrialRest;28.742
1;4;ShowNumber;29.086
1;5;Trial;31.124
1;5;ParticipantSkip;31.687
1;5;AnswerScreen;31.687
1;5;TrialAnswer;31.715
1;5;ParticipantAnswer;32.184
1;5;EnterNumber;34.222
1;5;InterTrialRest;35.185
1;5;InterTrialRest;35.227
1;5;ShowNumber;35.57
1;6;Trial;37.628
1;6;ParticipantSkip;38.698
1;6;AnswerScreen;38.699
1;6;TrialAnswer;38.725
1;6;ParticipantAnswer;39.178
1;6;EnterNumber;40.721
1;6;InterTrialRest;41.253
1;6;InterTrialRest;41.294
1;6;ShowNumber;41.637
1;7;Trial;43.693
1;7;ParticipantSkip;44.232
1;7;AnswerScreen;44.232
1;7;TrialAnswer;44.259
1;7;ParticipantAnswer;45.066
1;7;EnterNumber;46.776
1;7;InterTrialRest;47.203
1;7;InterTrialRest;47.243
1;7;ShowNumber;47.587
1;8;Trial;49.641
1;8;ParticipantSkip;50.553
1;8;AnswerScreen;50.553
1;8;TrialAnswer;50.581
1;8;ParticipantAnswer;51.169
1;8;EnterNumber;52.728
1;8;InterTrialRest;53.654
1;8;InterTrialRest;53.696
1;8;ShowNumber;54.037
1;9;Trial;56.089
1;9;ParticipantSkip;57.123
1;9;AnswerScreen;57.124
1;9;TrialAnswer;57.15
1;9;ParticipantAnswer;57.978
1;9;EnterNumber;59.178
1;9;InterTrialRest;60.629
1;9;InterTrialRest;60.67
1;9;ShowNumber;61.012
1;10;Trial;63.05
