PartcipantID:1
RandID:1
InitialTimeStamp:21-30-47-311
block;trial;eventType;elapsedTime;EyeTrackerTime
1;0;Saccade0;0.718;
1;0;ShowingSaccadeCross_Time0.1428823;0.75;
1;0;ShowingSaccadeDot_Trial1_Position2;0.888;
1;0;ShowingSaccadeCross_Time0.1121402;1.89;
1;0;ShowingSaccadeDot_Trial2_Position0;2.009;
1;0;ShowingSaccadeCross_Time0.1032778;3.011;
1;0;ShowingSaccadeDot_Trial3_Position1;3.13;
1;0;ShowingSaccadeCross_Time0.1162239;4.134;
1;0;ShowingSaccadeDot_Trial4_Position3;4.253;
1;0;ShowingSaccadeCross_Time0.1713318;5.255;
1;0;ShowingSaccadeDot_Trial5_Position2;5.441;
1;0;ShowingSaccadeCross_Time0.1021653;6.443;
1;0;ShowingSaccadeDot_Trial6_Position3;6.546;
1;0;ShowingSaccadeCross_Time0.1418889;7.546;
1;0;ShowingSaccadeDot_Trial7_Position1;7.699;
1;0;ShowingSaccadeCross_Time0.1815831;8.7;
1;0;ShowingSaccadeDot_Trial8_Position0;8.887;
1;0;ShowingSaccadeCross_Time0.1370377;20.758;
1;0;ShowingSaccadeDot_Trial9_Position2;20.911;
1;0;ShowingSaccadeCross_Time0.1441934;21.922;
1;0;ShowingSaccadeDot_Trial10_Position2;22.076;
1;0;ShowingSaccadeCross_Time0.1719425;23.076;
1;0;ShowingSaccadeDot_Trial11_Position1;25.821;
1;0;ShowingSaccadeCross_Time0.1947383;26.824;
1;0;ShowingSaccadeDot_Trial12_Position1;27.028;
1;0;ShowingSaccadeCross_Time0.1983801;28.029;
1;0;ShowingSaccadeDot_Trial13_Position0;28.233;
1;0;ShowingSaccadeCross_Time0.130171;29.236;
1;0;ShowingSaccadeDot_Trial14_Position0;29.372;
1;0;ShowingSaccadeCross_Time0.1305463;30.374;
1;0;ShowingSaccadeDot_Trial15_Position3;30.51;
1;0;ShowingSaccadeCross_Time0.1280926;31.513;
1;0;ShowingSaccadeDot_Trial16_Position3;31.649;
2;0;InterBlockRest;32.833;NA
2;0;RewardScene;37.474;NA
2;1;Trial;38.526;NA
2;1;AnswerScreen;39.538;NA
2;1;TrialAnswer;39.765;NA
2;1;InterTrialRest;40.806;NA
2;1;RewardScene;41.144;NA
2;2;Trial;42.188;NA
2;2;AnswerScreen;43.204;NA
2;2;TrialAnswer;43.43;NA
2;2;InterTrialRest;44.473;NA
