PartcipantID:1
RandID:1
InitialTimeStamp:21-10-12-435
block;trial;eventType;elapsedTime;EyeTrackerTime
1;0;Saccade0;0.862;
1;0;ShowingSaccadeCross_Time0.1070412;0.894;
1;0;ShowingSaccadeDot_Trial1_Position2;0.981;
1;0;ShowingSaccadeCross_Time0.1971884;1.983;
1;0;ShowingSaccadeDot_Trial2_Position0;2.187;
1;0;ShowingSaccadeCross_Time0.1814148;3.187;
1;0;ShowingSaccadeDot_Trial3_Position1;3.375;
1;0;ShowingSaccadeCross_Time0.1176677;4.376;
1;0;ShowingSaccadeDot_Trial4_Position3;4.495;
1;0;ShowingSaccadeCross_Time0.1380053;5.497;
1;0;ShowingSaccadeDot_Trial5_Position2;5.652;
1;0;ShowingSaccadeCross_Time0.1836574;6.653;
1;0;ShowingSaccadeDot_Trial6_Position3;6.839;
1;0;ShowingSaccadeCross_Time0.1415848;7.841;
1;0;ShowingSaccadeDot_Trial7_Position1;7.993;
1;0;ShowingSaccadeCross_Time0.14418;8.994;
1;0;ShowingSaccadeDot_Trial8_Position0;9.147;
1;0;ShowingSaccadeCross_Time0.1638309;10.148;
1;0;ShowingSaccadeDot_Trial9_Position2;10.318;
1;0;ShowingSaccadeCross_Time0.1300868;11.322;
1;0;ShowingSaccadeDot_Trial10_Position2;11.458;
1;0;ShowingSaccadeCross_Time0.1169976;12.463;
1;0;ShowingSaccadeDot_Trial11_Position1;12.583;
1;0;ShowingSaccadeCross_Time0.1032728;13.59;
1;0;ShowingSaccadeDot_Trial12_Position1;13.709;
1;0;ShowingSaccadeCross_Time0.106049;14.715;
1;0;ShowingSaccadeDot_Trial13_Position0;14.834;
1;0;ShowingSaccadeCross_Time0.1552055;15.838;
1;0;ShowingSaccadeDot_Trial14_Position0;16.008;
1;0;ShowingSaccadeCross_Time0.1783962;17.014;
1;0;ShowingSaccadeDot_Trial15_Position3;17.201;
1;0;ShowingSaccadeCross_Time0.1213973;18.205;
1;0;ShowingSaccadeDot_Trial16_Position3;18.341;
1;0;RewardScene;19.541;NA
1;1;Trial;20.608;NA
1;1;AnswerScreen;21.625;NA
1;1;TrialAnswer;21.846;NA
1;1;InterTrialRest;22.887;NA
1;1;RewardScene;23.225;NA
1;2;Trial;24.265;NA
1;2;AnswerScreen;25.291;NA
1;2;TrialAnswer;25.499;NA
1;2;InterTrialRest;26.536;NA
1;2;RewardScene;26.875;NA
1;3;Trial;27.918;NA
1;3;AnswerScreen;28.935;NA
1;3;TrialAnswer;29.154;NA
1;3;InterTrialRest;30.194;NA
1;3;RewardScene;30.531;NA
1;4;Trial;31.574;NA
1;4;AnswerScreen;32.584;NA
1;4;TrialAnswer;32.812;NA
1;4;InterTrialRest;33.848;NA
1;4;RewardScene;34.187;NA
1;5;Trial;35.227;NA
1;5;AnswerScreen;36.238;NA
1;5;TrialAnswer;36.462;NA
1;5;InterTrialRest;37.507;NA
1;5;RewardScene;37.843;NA
1;6;Trial;38.883;NA
1;6;AnswerScreen;39.897;NA
1;6;TrialAnswer;40.123;NA
1;6;InterTrialRest;41.163;NA
1;6;RewardScene;41.501;NA
1;7;Trial;42.54;NA
1;7;AnswerScreen;43.552;NA
1;7;TrialAnswer;43.779;NA
1;7;InterTrialRest;44.816;NA
1;7;RewardScene;45.154;NA
1;8;Trial;46.195;NA
1;8;AnswerScreen;47.207;NA
1;8;TrialAnswer;47.43;NA
1;8;InterTrialRest;48.474;NA
1;8;RewardScene;48.809;NA
1;9;Trial;49.849;NA
1;9;AnswerScreen;50.862;NA
1;9;TrialAnswer;51.084;NA
1;9;InterTrialRest;52.12;NA
1;9;RewardScene;52.46;NA
1;10;Trial;53.504;NA
1;10;AnswerScreen;54.516;NA
1;10;TrialAnswer;54.739;NA
1;10;InterTrialRest;55.775;NA
1;10;RewardScene;56.114;NA
1;11;Trial;57.18;NA
1;11;AnswerScreen;58.194;NA
1;11;TrialAnswer;58.42;NA
1;11;InterTrialRest;59.459;NA
1;11;RewardScene;59.797;NA
1;12;Trial;60.837;NA
1;12;AnswerScreen;61.854;NA
1;12;TrialAnswer;62.076;NA
1;12;ParticipantAnswer;62.535;NA
1;12;InterTrialRest;63.123;NA
1;12;Saccade0;63.464;NA
1;12;ShowingSaccadeCross_Time0.1514244;63.494;NA
1;12;ShowingSaccadeDot_Trial17_Position1;63.637;NA
1;12;ShowingSaccadeCross_Time0.1512233;64.643;NA
1;12;ShowingSaccadeDot_Trial18_Position2;64.796;NA
1;12;ShowingSaccadeCross_Time0.1486966;65.799;NA
1;12;ShowingSaccadeDot_Trial19_Position1;65.952;NA
1;12;ShowingSaccadeCross_Time0.1551369;66.957;NA
1;12;ShowingSaccadeDot_Trial20_Position2;67.128;NA
1;12;ShowingSaccadeCross_Time0.1409699;68.133;NA
1;12;ShowingSaccadeDot_Trial21_Position2;68.286;NA
1;12;ShowingSaccadeCross_Time0.1532193;69.294;NA
1;12;ShowingSaccadeDot_Trial22_Position3;69.463;NA
1;12;ShowingSaccadeCross_Time0.1828794;70.468;NA
1;12;ShowingSaccadeDot_Trial23_Position1;70.655;NA
1;12;ShowingSaccadeCross_Time0.1784731;71.66;NA
1;12;ShowingSaccadeDot_Trial24_Position0;71.848;NA
1;12;ShowingSaccadeCross_Time0.146109;72.853;NA
1;12;ShowingSaccadeDot_Trial25_Position0;73.007;NA
1;12;ShowingSaccadeCross_Time0.1749469;74.014;NA
