PartcipantID:1
RandID:1
InitialTimeStamp:14-46-44-824
block;trial;eventType;elapsedTime;EyeTrackerTime
1;0;ShowingSaccadeCross_Time0.6372281;0.06;
1;0;ShowingSaccadeDot_Trial0_Position3;0.678;885686357
1;0;ShowingSaccadeCross_Time1.247553;1.686;886693019
1;0;ShowingSaccadeDot_Trial1_Position0;2.935;887946345
1;0;ShowingSaccadeCross_Time0.6266451;3.947;888953007
1;0;ShowingSaccadeDot_Trial2_Position1;4.586;889593023
1;0;ShowingSaccadeCross_Time0.5156412;5.597;890606356
1;0;ShowingSaccadeDot_Trial3_Position2;6.119;891126357
1;0;ShowingSaccadeCross_Time1.406295;7.128;892133025
1;0;ShowingSaccadeDot_Trial4_Position2;8.542;893553026
1;0;ShowingSaccadeCross_Time1.401808;9.556;894566378
1;0;ShowingSaccadeDot_Trial5_Position2;10.971;895979705
1;0;ShowingSaccadeCross_Time0.9116565;11.979;896986368
1;0;ShowingSaccadeDot_Trial6_Position0;12.906;897913031
1;0;ShowingSaccadeCross_Time0.5658303;13.914;898919693
1;0;ShowingSaccadeDot_Trial7_Position2;14.488;899493041
1;0;ShowingSaccadeCross_Time0.7436028;15.499;900506370
1;0;ShowingSaccadeDot_Trial8_Position1;16.257;901266367
1;0;ShowingSaccadeCross_Time1.333026;17.268;902014704
1;0;ShowingSaccadeDot_Trial9_Position3;18.607;903616369
1;0;ShowingSaccadeCross_Time1.288649;19.618;904629698
1;0;ShowingSaccadeDot_Trial10_Position3;20.915;905923027
1;0;ShowingSaccadeCross_Time1.335889;21.926;906936356
1;0;ShowingSaccadeDot_Trial11_Position1;23.27;908276368
1;0;ShowingSaccadeCross_Time0.9622058;24.28;909051369
1;0;ShowingSaccadeDot_Trial12_Position1;25.255;910189703
1;0;ShowingSaccadeCross_Time0.8888274;26.268;911276368
1;0;ShowingSaccadeDot_Trial13_Position0;27.159;912169699
1;0;ShowingSaccadeCross_Time1.280967;28.169;913176366
1;0;ShowingSaccadeDot_Trial14_Position0;29.465;914469715
1;0;ShowingSaccadeCross_Time1.006204;30.474;915476378
1;0;ShowingSaccadeDot_Trial15_Position3;31.486;916496374
1;0;RewardScene;32.521;NA
