PartcipantID:1
RandID:1
InitialTimeStamp:21-36-43-995
block;trial;eventType;elapsedTime;EyeTrackerTime
0;0;Saccade0;0.626;
0;0;ShowingSaccadeCross_Time0.1130699;0.658;
0;0;ShowingSaccadeDot_Trial1_Position2;0.768;
0;0;ShowingSaccadeCross_Time0.1761674;1.771;
0;0;ShowingSaccadeDot_Trial2_Position0;1.958;
0;0;ShowingSaccadeCross_Time0.154952;7.837;
0;0;ShowingSaccadeDot_Trial3_Position1;8.006;
0;0;ShowingSaccadeCross_Time0.1879827;9.007;
0;0;ShowingSaccadeDot_Trial4_Position3;9.212;
0;0;ShowingSaccadeCross_Time0.1422605;10.213;
0;0;ShowingSaccadeDot_Trial5_Position2;10.366;
0;0;ShowingSaccadeCross_Time0.1442445;11.367;
0;0;ShowingSaccadeDot_Trial6_Position3;11.52;
0;0;ShowingSaccadeCross_Time0.1240312;12.523;
0;0;ShowingSaccadeDot_Trial7_Position1;12.659;
0;0;ShowingSaccadeCross_Time0.1332608;13.663;
0;0;ShowingSaccadeDot_Trial8_Position0;13.799;
0;0;ShowingSaccadeCross_Time0.1260905;14.803;
0;0;ShowingSaccadeDot_Trial9_Position2;14.939;
0;0;ShowingSaccadeCross_Time0.1794397;15.942;
0;0;ShowingSaccadeDot_Trial10_Position2;16.129;
0;0;ShowingSaccadeCross_Time0.1789612;17.133;
0;0;ShowingSaccadeDot_Trial11_Position1;17.32;
0;0;ShowingSaccadeCross_Time0.1539579;18.323;
0;0;ShowingSaccadeDot_Trial12_Position1;18.493;
0;0;ShowingSaccadeCross_Time0.111134;19.495;
0;0;ShowingSaccadeDot_Trial13_Position0;19.614;
0;0;ShowingSaccadeCross_Time0.1184189;20.617;
0;0;ShowingSaccadeDot_Trial14_Position0;20.735;
0;0;ShowingSaccadeCross_Time0.1812353;21.737;
0;0;ShowingSaccadeDot_Trial15_Position3;21.923;
0;0;ShowingSaccadeCross_Time0.1483346;22.924;
0;0;ShowingSaccadeDot_Trial16_Position3;23.077;
1;0;RewardScene;24.117;NA
1;1;Trial;25.168;NA
1;1;AnswerScreen;26.18;NA
1;1;TrialAnswer;26.404;NA
1;1;InterTrialRest;27.442;NA
1;1;RewardScene;27.776;NA
1;2;Trial;28.814;NA
1;2;AnswerScreen;29.839;NA
1;2;TrialAnswer;30.051;NA
1;2;InterTrialRest;31.088;NA
1;2;RewardScene;31.426;NA
1;3;Trial;32.466;NA
1;3;AnswerScreen;33.477;NA
1;3;TrialAnswer;33.704;NA
1;3;InterTrialRest;34.741;NA
1;3;RewardScene;35.079;NA
1;4;Trial;36.119;NA
1;4;AnswerScreen;37.128;NA
1;4;TrialAnswer;37.356;NA
1;4;InterTrialRest;38.391;NA
1;4;RewardScene;38.727;NA
1;5;Trial;39.771;NA
1;5;AnswerScreen;40.782;NA
1;5;TrialAnswer;41.008;NA
1;5;InterTrialRest;42.042;NA
1;5;RewardScene;42.385;NA
1;6;Trial;43.426;NA
1;6;AnswerScreen;44.439;NA
1;6;TrialAnswer;44.663;NA
1;6;InterTrialRest;45.696;NA
1;6;RewardScene;46.035;NA
1;7;Trial;47.081;NA
1;7;AnswerScreen;48.092;NA
1;7;TrialAnswer;48.32;NA
1;7;InterTrialRest;49.361;NA
1;7;RewardScene;49.699;NA
1;8;Trial;50.746;NA
1;8;AnswerScreen;51.753;NA
1;8;TrialAnswer;51.982;NA
1;8;InterTrialRest;53.02;NA
1;8;RewardScene;53.361;NA
1;9;Trial;54.4;NA
1;9;AnswerScreen;55.413;NA
1;9;TrialAnswer;55.637;NA
1;9;InterTrialRest;56.672;NA
1;9;RewardScene;57.015;NA
1;10;Trial;58.057;NA
1;10;AnswerScreen;59.068;NA
1;10;TrialAnswer;59.294;NA
1;10;InterTrialRest;60.33;NA
1;10;RewardScene;60.667;NA
1;11;Trial;61.709;NA
1;11;AnswerScreen;62.721;NA
1;11;TrialAnswer;62.943;NA
1;11;InterTrialRest;63.985;NA
1;11;RewardScene;64.325;NA
1;12;Trial;65.363;NA
1;12;AnswerScreen;66.373;NA
1;12;TrialAnswer;66.6;NA
1;12;InterTrialRest;67.643;NA
1;12;Saccade0;67.98;NA
1;12;ShowingSaccadeCross_Time0.100298;68.011;NA
1;12;ShowingSaccadeDot_Trial17_Position1;68.104;NA
1;12;ShowingSaccadeCross_Time0.1636739;69.107;NA
1;12;ShowingSaccadeDot_Trial18_Position2;69.277;NA
1;12;ShowingSaccadeCross_Time0.1842884;70.278;NA
1;12;ShowingSaccadeDot_Trial19_Position1;70.466;NA
1;12;ShowingSaccadeCross_Time0.1878429;71.467;NA
1;12;ShowingSaccadeDot_Trial20_Position2;71.663;NA
1;12;ShowingSaccadeCross_Time0.1716418;72.665;NA
1;12;ShowingSaccadeDot_Trial21_Position2;72.852;NA
1;12;ShowingSaccadeCross_Time0.1138552;73.855;NA
1;12;ShowingSaccadeDot_Trial22_Position3;73.973;NA
1;12;ShowingSaccadeCross_Time0.1970724;74.976;NA
1;12;ShowingSaccadeDot_Trial23_Position1;75.182;NA
1;12;ShowingSaccadeCross_Time0.1410924;76.185;NA
1;12;ShowingSaccadeDot_Trial24_Position0;76.338;NA
1;12;ShowingSaccadeCross_Time0.1385301;77.34;NA
1;12;ShowingSaccadeDot_Trial25_Position0;77.494;NA
1;12;ShowingSaccadeCross_Time0.1598412;78.498;NA
1;12;ShowingSaccadeDot_Trial26_Position3;78.668;NA
1;12;ShowingSaccadeCross_Time0.1597306;79.672;NA
1;12;ShowingSaccadeDot_Trial27_Position1;79.842;NA
