PartcipantID:1
RandID:1
InitialTimeStamp:11-33-06-592
block;trial;eventType;elapsedTime
1;0;ShowNumber;0.031
1;1;Trial;2.108
1;1;AnswerScreen;4.143
1;1;TrialAnswer;4.355
1;1;EnterNumber;5.392
1;1;InterTrialRest;6.905
1;1;InterTrialRest;6.946
1;1;ShowNumber;7.286
1;2;Trial;9.338
1;2;AnswerScreen;11.359
1;2;TrialAnswer;11.577
1;2;EnterNumber;12.614
1;2;InterTrialRest;14.716
1;2;InterTrialRest;14.759
1;2;ShowNumber;15.104
1;3;Trial;17.156
1;3;AnswerScreen;19.178
1;3;TrialAnswer;19.394
1;3;EnterNumber;20.436
1;3;InterTrialRest;24.132
1;3;InterTrialRest;24.173
1;3;ShowNumber;24.518
1;4;Trial;26.571
1;4;AnswerScreen;28.583
1;4;TrialAnswer;28.811
1;4;EnterNumber;29.852
1;4;InterTrialRest;37.965
1;4;InterTrialRest;38.005
1;4;ShowNumber;38.357
1;5;Trial;40.405
1;5;ParticipantSkip;41.803
1;5;AnswerScreen;41.804
1;5;TrialAnswer;41.843
1;5;ParticipantAnswer;42.669
1;5;EnterNumber;43.527
1;5;InterTrialRest;48.564
1;5;InterTrialRest;48.607
1;5;ShowNumber;48.949
1;6;Trial;51.003
1;6;AnswerScreen;53.028
1;6;TrialAnswer;53.059
1;6;ParticipantAnswer;53.669
1;6;EnterNumber;54.108
1;6;InterTrialRest;56.074
1;6;InterTrialRest;56.116
1;6;ShowNumber;56.459
1;7;Trial;58.509
1;7;AnswerScreen;60.533
1;7;TrialAnswer;60.747
1;7;EnterNumber;61.784
1;7;InterTrialRest;62.08
1;7;InterTrialRest;62.121
1;7;ShowNumber;62.467
1;8;Trial;64.519
1;8;AnswerScreen;66.541
1;8;TrialAnswer;66.572
1;8;EnterNumber;67.612
1;8;InterTrialRest;69.627
1;8;InterTrialRest;69.669
2;0;InterBlockRest;70.015
