PartcipantID:1
RandID:1
InitialTimeStamp:21-38-42-407
block;trial;eventType;elapsedTime;EyeTrackerTime
0;0;Saccade0;1.039;
0;0;ShowingSaccadeCross_Time0.1409019;1.07;
0;0;ShowingSaccadeDot_Trial1_Position2;1.215;
0;0;ShowingSaccadeCross_Time0.1756728;1.316;
0;0;ShowingSaccadeDot_Trial2_Position0;1.502;
0;0;ShowingSaccadeCross_Time0.1759809;1.604;
0;0;ShowingSaccadeDot_Trial3_Position1;1.791;
0;0;ShowingSaccadeCross_Time0.1975695;1.893;
0;0;ShowingSaccadeDot_Trial4_Position3;2.097;
0;0;ShowingSaccadeCross_Time0.1347661;2.199;
0;0;ShowingSaccadeDot_Trial5_Position2;2.342;
0;0;ShowingSaccadeCross_Time0.1655323;2.444;
0;0;ShowingSaccadeDot_Trial6_Position3;2.614;
0;0;ShowingSaccadeCross_Time0.152136;2.716;
0;0;ShowingSaccadeDot_Trial7_Position1;2.869;
0;0;ShowingSaccadeCross_Time0.1510458;2.97;
0;0;ShowingSaccadeDot_Trial8_Position0;3.123;
0;0;ShowingSaccadeCross_Time0.1483186;3.225;
0;0;ShowingSaccadeDot_Trial9_Position2;3.379;
0;0;ShowingSaccadeCross_Time0.1411119;3.48;
0;0;ShowingSaccadeDot_Trial10_Position2;3.633;
0;0;ShowingSaccadeCross_Time0.1112167;3.735;
0;0;ShowingSaccadeDot_Trial11_Position1;3.853;
0;0;ShowingSaccadeCross_Time0.1262202;3.955;
0;0;ShowingSaccadeDot_Trial12_Position1;4.091;
0;0;ShowingSaccadeCross_Time0.1453809;4.192;
0;0;ShowingSaccadeDot_Trial13_Position0;4.345;
0;0;ShowingSaccadeCross_Time0.1003956;4.447;
0;0;ShowingSaccadeDot_Trial14_Position0;4.549;
0;0;ShowingSaccadeCross_Time0.1675343;4.651;
0;0;ShowingSaccadeDot_Trial15_Position3;4.82;
0;0;ShowingSaccadeCross_Time0.1373041;4.922;
0;0;ShowingSaccadeDot_Trial16_Position3;5.075;
1;0;RewardScene;5.282;NA
1;1;Trial;6.333;NA
1;1;AnswerScreen;7.351;NA
1;1;TrialAnswer;7.571;NA
1;1;ParticipantAnswer;7.955;NA
1;1;InterTrialRest;8.611;NA
1;1;RewardScene;8.95;NA
1;2;Trial;9.994;NA
1;2;AnswerScreen;11.009;NA
1;2;TrialAnswer;11.229;NA
1;2;ParticipantAnswer;11.611;NA
1;2;InterTrialRest;12.268;NA
1;2;RewardScene;12.622;NA
1;3;Trial;13.666;NA
1;3;AnswerScreen;14.677;NA
1;3;TrialAnswer;14.901;NA
1;3;ParticipantAnswer;15.383;NA
1;3;InterTrialRest;15.936;NA
1;3;RewardScene;16.273;NA
1;4;Trial;17.31;NA
1;4;AnswerScreen;18.33;NA
1;4;TrialAnswer;18.554;NA
1;4;ParticipantAnswer;18.784;NA
1;4;InterTrialRest;19.59;NA
1;4;RewardScene;19.929;NA
1;5;Trial;20.971;NA
1;5;AnswerScreen;21.991;NA
1;5;TrialAnswer;22.205;NA
1;5;InterTrialRest;23.244;NA
1;5;RewardScene;23.585;NA
1;6;Trial;24.631;NA
1;6;AnswerScreen;25.653;NA
1;6;TrialAnswer;25.867;NA
1;6;ParticipantAnswer;26.287;NA
1;6;InterTrialRest;26.908;NA
1;6;RewardScene;27.249;NA
1;7;Trial;28.307;NA
1;7;AnswerScreen;29.324;NA
1;7;TrialAnswer;29.548;NA
1;7;ParticipantAnswer;30.116;NA
1;7;InterTrialRest;30.602;NA
1;7;RewardScene;30.944;NA
1;8;Trial;31.999;NA
1;8;AnswerScreen;33.014;NA
1;8;TrialAnswer;33.237;NA
1;8;ParticipantAnswer;33.662;NA
1;8;InterTrialRest;34.285;NA
1;8;RewardScene;34.626;NA
1;9;Trial;35.669;NA
1;9;AnswerScreen;36.683;NA
1;9;TrialAnswer;36.906;NA
1;9;ParticipantAnswer;37.427;NA
1;9;InterTrialRest;37.946;NA
1;9;RewardScene;38.286;NA
1;10;Trial;39.329;NA
1;10;AnswerScreen;40.344;NA
1;10;TrialAnswer;40.565;NA
1;10;ParticipantAnswer;41.253;NA
1;10;InterTrialRest;41.604;NA
1;10;RewardScene;41.954;NA
1;11;Trial;42.996;NA
1;11;AnswerScreen;44.008;NA
1;11;TrialAnswer;44.235;NA
1;11;ParticipantAnswer;44.602;NA
1;11;InterTrialRest;45.273;NA
1;11;RewardScene;45.609;NA
1;12;Trial;46.658;NA
1;12;AnswerScreen;47.673;NA
1;12;TrialAnswer;47.894;NA
1;12;InterTrialRest;48.934;NA
1;12;Saccade0;49.276;NA
1;12;ShowingSaccadeCross_Time0.1311336;49.307;NA
1;12;ShowingSaccadeDot_Trial17_Position1;49.437;NA
1;12;ShowingSaccadeCross_Time0.1003554;49.539;NA
1;12;ShowingSaccadeDot_Trial18_Position2;49.641;NA
1;12;ShowingSaccadeCross_Time0.1091318;49.743;NA
1;12;ShowingSaccadeDot_Trial19_Position1;49.863;NA
1;12;ShowingSaccadeCross_Time0.193127;49.964;NA
1;12;ShowingSaccadeDot_Trial20_Position2;50.169;NA
1;12;ShowingSaccadeCross_Time0.1326216;50.271;NA
1;12;ShowingSaccadeDot_Trial21_Position2;50.408;NA
1;12;ShowingSaccadeCross_Time0.1700997;50.51;NA
1;12;ShowingSaccadeDot_Trial22_Position3;50.697;NA
1;12;ShowingSaccadeCross_Time0.1961848;50.799;NA
1;12;ShowingSaccadeDot_Trial23_Position1;51.003;NA
1;12;ShowingSaccadeCross_Time0.1445193;51.105;NA
1;12;ShowingSaccadeDot_Trial24_Position0;51.258;NA
1;12;ShowingSaccadeCross_Time0.1876274;51.36;NA
1;12;ShowingSaccadeDot_Trial25_Position0;51.564;NA
1;12;ShowingSaccadeCross_Time0.1512803;51.666;NA
1;12;ShowingSaccadeDot_Trial26_Position3;51.82;NA
1;12;ShowingSaccadeCross_Time0.1626436;51.922;NA
1;12;ShowingSaccadeDot_Trial27_Position1;52.093;NA
1;12;ShowingSaccadeCross_Time0.1450653;52.195;NA
1;12;ShowingSaccadeDot_Trial28_Position0;52.35;NA
1;12;ShowingSaccadeCross_Time0.1208085;52.452;NA
1;12;ShowingSaccadeDot_Trial29_Position3;52.589;NA
1;12;ShowingSaccadeCross_Time0.1850991;52.691;NA
1;12;ShowingSaccadeDot_Trial30_Position3;52.878;NA
1;12;ShowingSaccadeCross_Time0.1805381;52.98;NA
1;12;ShowingSaccadeDot_Trial31_Position0;53.167;NA
1;12;ShowingSaccadeCross_Time0.1940456;53.269;NA
1;12;ShowingSaccadeDot_Trial32_Position2;53.473;NA
2;0;InterBlockRest;53.719;NA
2;0;RewardScene;55.758;NA
2;1;Trial;56.808;NA
2;1;AnswerScreen;57.822;NA
2;1;TrialAnswer;58.043;NA
2;1;InterTrialRest;59.08;NA
2;1;RewardScene;59.422;NA
2;2;Trial;60.467;NA
2;2;AnswerScreen;61.483;NA
2;2;TrialAnswer;61.704;NA
2;2;InterTrialRest;62.746;NA
2;2;RewardScene;63.086;NA
2;3;Trial;64.129;NA
2;3;AnswerScreen;65.141;NA
2;3;TrialAnswer;65.365;NA
2;3;InterTrialRest;66.404;NA
2;3;RewardScene;66.742;NA
2;4;Trial;67.786;NA
2;4;AnswerScreen;68.8;NA
2;4;TrialAnswer;69.026;NA
2;4;InterTrialRest;70.072;NA
2;4;RewardScene;70.416;NA
2;5;Trial;71.47;NA
2;5;AnswerScreen;72.486;NA
2;5;TrialAnswer;72.708;NA
2;5;InterTrialRest;73.745;NA
2;5;RewardScene;74.084;NA
2;6;Trial;75.127;NA
2;6;AnswerScreen;76.139;NA
2;6;TrialAnswer;76.367;NA
2;6;InterTrialRest;77.41;NA
2;6;RewardScene;77.75;NA
2;7;Trial;78.794;NA
2;7;AnswerScreen;79.809;NA
2;7;TrialAnswer;80.028;NA
2;7;InterTrialRest;81.068;NA
2;7;RewardScene;81.409;NA
2;8;Trial;82.457;NA
2;8;AnswerScreen;83.471;NA
2;8;TrialAnswer;83.697;NA
2;8;InterTrialRest;84.738;NA
2;8;RewardScene;85.078;NA
2;9;Trial;86.121;NA
2;9;AnswerScreen;87.135;NA
2;9;TrialAnswer;87.361;NA
2;9;InterTrialRest;88.409;NA
2;9;RewardScene;88.752;NA
2;10;Trial;89.795;NA
2;10;AnswerScreen;90.809;NA
2;10;TrialAnswer;91.03;NA
2;10;InterTrialRest;92.069;NA
2;10;RewardScene;92.408;NA
2;11;Trial;93.455;NA
2;11;AnswerScreen;94.468;NA
2;11;TrialAnswer;94.691;NA
2;11;InterTrialRest;95.738;NA
2;11;RewardScene;96.077;NA
2;12;Trial;97.121;NA
2;12;AnswerScreen;98.135;NA
2;12;TrialAnswer;98.359;NA
2;12;InterTrialRest;99.399;NA
2;12;Saccade0;99.746;NA
2;12;ShowingSaccadeCross_Time0.1174129;99.777;NA
2;12;ShowingSaccadeDot_Trial33_Position2;99.89;NA
2;12;ShowingSaccadeCross_Time0.1761613;99.992;NA
2;12;ShowingSaccadeDot_Trial34_Position1;100.179;NA
2;12;ShowingSaccadeCross_Time0.1341179;100.281;NA
2;12;ShowingSaccadeDot_Trial35_Position1;100.416;NA
2;12;ShowingSaccadeCross_Time0.1904489;100.518;NA
2;12;ShowingSaccadeDot_Trial36_Position0;100.722;NA
2;12;ShowingSaccadeCross_Time0.1212798;100.824;NA
2;12;ShowingSaccadeDot_Trial37_Position3;100.961;NA
2;12;ShowingSaccadeCross_Time0.190651;101.062;NA
2;12;ShowingSaccadeDot_Trial38_Position1;101.267;NA
2;12;ShowingSaccadeCross_Time0.1325376;101.368;NA
2;12;ShowingSaccadeDot_Trial39_Position3;101.505;NA
2;12;ShowingSaccadeCross_Time0.1816155;101.608;NA
2;12;ShowingSaccadeDot_Trial40_Position2;101.795;NA
2;12;ShowingSaccadeCross_Time0.1773507;101.897;NA
2;12;ShowingSaccadeDot_Trial41_Position1;102.083;NA
