PartcipantID:1
RandID:1
InitialTimeStamp:21-24-03-356
block;trial;eventType;elapsedTime;EyeTrackerTime
1;0;Saccade0;0.84;
1;0;ShowingSaccadeCross_Time0.1396156;0.879;
1;0;ShowingSaccadeDot_Trial1_Position2;1.02;
1;0;ShowingSaccadeCross_Time0.1472805;2.022;
1;0;ShowingSaccadeDot_Trial2_Position0;2.175;
1;0;ShowingSaccadeCross_Time0.1309342;3.179;
1;0;ShowingSaccadeDot_Trial3_Position1;3.314;
1;0;ShowingSaccadeCross_Time0.1866205;4.316;
1;0;ShowingSaccadeDot_Trial4_Position3;4.504;
1;0;ShowingSaccadeCross_Time0.1793474;5.505;
1;0;ShowingSaccadeDot_Trial5_Position2;5.691;
1;0;ShowingSaccadeCross_Time0.1104647;6.692;
1;0;ShowingSaccadeDot_Trial6_Position3;6.81;
1;0;ShowingSaccadeCross_Time0.156382;7.812;
1;0;ShowingSaccadeDot_Trial7_Position1;7.981;
1;0;ShowingSaccadeCross_Time0.180999;8.982;
1;0;ShowingSaccadeDot_Trial8_Position0;9.169;
1;0;ShowingSaccadeCross_Time0.1903157;10.17;
1;0;ShowingSaccadeDot_Trial9_Position2;10.374;
1;0;ShowingSaccadeCross_Time0.1178304;11.375;
1;0;ShowingSaccadeDot_Trial10_Position2;11.493;
1;0;ShowingSaccadeCross_Time0.1566016;12.495;
1;0;ShowingSaccadeDot_Trial11_Position1;12.665;
1;0;ShowingSaccadeCross_Time0.1606372;13.668;
1;0;ShowingSaccadeDot_Trial12_Position1;13.837;
1;0;ShowingSaccadeCross_Time0.1376256;14.841;
1;0;ShowingSaccadeDot_Trial13_Position0;14.994;
1;0;ShowingSaccadeCross_Time0.1022082;15.997;
1;0;ShowingSaccadeDot_Trial14_Position0;16.116;
1;0;ShowingSaccadeCross_Time0.1716701;17.12;
1;0;ShowingSaccadeDot_Trial15_Position3;17.306;
1;0;ShowingSaccadeCross_Time0.1646875;18.309;
1;0;ShowingSaccadeDot_Trial16_Position3;18.479;
1;0;RewardScene;19.522;NA
1;1;Trial;20.578;NA
1;1;AnswerScreen;21.592;NA
1;1;TrialAnswer;21.813;NA
1;1;InterTrialRest;22.86;NA
1;1;RewardScene;23.205;NA
1;2;Trial;24.244;NA
1;2;AnswerScreen;25.258;NA
1;2;TrialAnswer;25.481;NA
1;2;InterTrialRest;26.517;NA
1;2;RewardScene;26.853;NA
1;3;Trial;27.897;NA
1;3;AnswerScreen;28.906;NA
1;3;TrialAnswer;29.137;NA
1;3;InterTrialRest;30.181;NA
1;3;RewardScene;30.517;NA
1;4;Trial;31.558;NA
1;4;AnswerScreen;32.573;NA
1;4;TrialAnswer;32.797;NA
1;4;InterTrialRest;33.831;NA
1;4;RewardScene;34.168;NA
1;5;Trial;35.207;NA
1;5;AnswerScreen;36.221;NA
1;5;TrialAnswer;36.443;NA
1;5;InterTrialRest;37.478;NA
1;5;RewardScene;37.818;NA
1;6;Trial;38.858;NA
1;6;AnswerScreen;39.868;NA
1;6;TrialAnswer;40.096;NA
1;6;InterTrialRest;41.129;NA
1;6;RewardScene;41.464;NA
1;7;Trial;42.504;NA
1;7;AnswerScreen;43.519;NA
1;7;TrialAnswer;43.742;NA
1;7;InterTrialRest;44.776;NA
1;7;RewardScene;45.115;NA
1;8;Trial;46.154;NA
1;8;AnswerScreen;47.165;NA
1;8;TrialAnswer;47.39;NA
1;8;InterTrialRest;48.425;NA
1;8;RewardScene;48.763;NA
1;9;Trial;49.805;NA
1;9;AnswerScreen;50.814;NA
1;9;TrialAnswer;51.041;NA
1;9;InterTrialRest;52.076;NA
1;9;RewardScene;52.412;NA
1;10;Trial;53.451;NA
1;10;AnswerScreen;54.464;NA
1;10;TrialAnswer;54.687;NA
1;10;InterTrialRest;55.723;NA
1;10;RewardScene;56.059;NA
1;11;Trial;57.099;NA
1;11;AnswerScreen;58.11;NA
1;11;TrialAnswer;58.339;NA
1;11;InterTrialRest;59.376;NA
1;11;RewardScene;59.714;NA
1;12;Trial;60.753;NA
1;12;AnswerScreen;61.766;NA
1;12;TrialAnswer;61.993;NA
1;12;InterTrialRest;63.026;NA
1;12;Saccade0;63.365;NA
1;12;ShowingSaccadeCross_Time0.1649224;63.398;NA
1;12;ShowingSaccadeDot_Trial17_Position1;63.56;NA
1;12;ShowingSaccadeCross_Time0.132266;64.562;NA
1;12;ShowingSaccadeDot_Trial18_Position2;64.698;NA
1;12;ShowingSaccadeCross_Time0.1957706;65.7;NA
1;12;ShowingSaccadeDot_Trial19_Position1;65.904;NA
1;12;ShowingSaccadeCross_Time0.1609051;66.907;NA
