PartcipantID:1
RandID:1
InitialTimeStamp:11-27-17-959
block;trial;eventType;elapsedTime
1;0;ShowNumber;0.032
1;1;Trial;2.093
1;1;AnswerScreen;4.128
1;1;TrialAnswer;4.348
1;1;EnterNumber;5.384
1;1;InterTrialRest;7.072
1;1;InterTrialRest;7.114
1;1;ShowNumber;7.451
1;2;Trial;9.492
1;2;AnswerScreen;11.506
1;2;TrialAnswer;11.731
1;2;EnterNumber;12.768
1;2;InterTrialRest;16.241
1;2;InterTrialRest;16.282
1;2;ShowNumber;16.626
1;3;Trial;18.686
1;3;AnswerScreen;20.698
1;3;TrialAnswer;20.925
1;3;ParticipantAnswer;21.904
1;3;EnterNumber;21.963
1;3;InterTrialRest;27.007
1;3;InterTrialRest;27.049
1;3;ShowNumber;27.39
1;4;Trial;29.433
1;4;AnswerScreen;31.666
1;4;TrialAnswer;31.888
1;4;EnterNumber;110.049
1;4;InterTrialRest;146.123
1;4;InterTrialRest;146.164
1;4;ShowNumber;146.512
