PartcipantID:1
RandID:1
InitialTimeStamp:11-58-16-211
block;trial;eventType;elapsedTime
1;0;ShowNumber;0.031
1;1;Trial;2.076
1;1;ParticipantSkip;3.47
1;1;AnswerScreen;3.47
1;1;TrialAnswer;3.525
1;1;ParticipantAnswer;4.42
1;1;EnterNumber;5.225
1;1;InterTrialRest;6.911
1;1;InterTrialRest;6.951
1;1;ShowNumber;7.29
1;2;Trial;9.33
1;2;AnswerScreen;11.336
1;2;TrialAnswer;11.566
1;2;EnterNumber;12.608
1;2;InterTrialRest;12.938
1;2;InterTrialRest;12.978
1;2;ShowNumber;13.323
1;3;Trial;15.402
1;3;ParticipantSkip;17.024
1;3;AnswerScreen;17.024
1;3;TrialAnswer;17.245
1;3;ParticipantAnswer;18.136
1;3;EnterNumber;18.712
1;3;InterTrialRest;23.756
1;3;InterTrialRest;23.801
1;3;ShowNumber;24.141
1;4;Trial;26.185
1;4;ParticipantSkip;27.132
1;4;AnswerScreen;27.133
1;4;TrialAnswer;27.224
1;4;ParticipantAnswer;28.128
1;4;EnterNumber;29.344
1;4;InterTrialRest;31.228
1;4;InterTrialRest;31.269
1;4;ShowNumber;31.618
1;5;Trial;33.668
1;5;ParticipantSkip;35.183
1;5;AnswerScreen;35.183
1;5;TrialAnswer;35.319
1;5;EnterNumber;36.871
1;5;InterTrialRest;38.465
1;5;InterTrialRest;38.507
1;5;ShowNumber;38.851
1;6;Trial;40.904
1;6;ParticipantSkip;41.785
1;6;AnswerScreen;41.786
1;6;TrialAnswer;41.941
1;6;ParticipantAnswer;42.207
1;6;EnterNumber;44.123
1;6;InterTrialRest;44.416
1;6;InterTrialRest;44.457
1;6;ShowNumber;44.801
1;7;Trial;46.842
1;7;AnswerScreen;48.862
1;7;TrialAnswer;49.083
1;7;ParticipantAnswer;49.738
1;7;EnterNumber;50.123
1;7;InterTrialRest;50.405
1;7;InterTrialRest;50.446
1;7;ShowNumber;50.789
1;8;Trial;52.841
1;8;AnswerScreen;54.865
1;8;TrialAnswer;55.095
1;8;ParticipantAnswer;55.702
1;8;EnterNumber;56.137
1;8;InterTrialRest;61.189
1;8;InterTrialRest;61.23
2;0;InterBlockRest;61.573
