PartcipantID:1
RandID:1
InitialTimeStamp:21-38-42-407
block;trial;answer;correct;timeSpent;itemsSelected;finalvalue;finalweight;ReverseButtons;instanceNumber;pay;xyCoordinates;
1;1;1;1;1;;0;0;1;18;2;(-151.8593,-315.3391)(-341.2248,-77.88232)(-273.641,218.2214)(151.8593,-315.3391)(273.641,218.2214)(341.2248,-77.88232)(0,350)
1;2;0;1;1;;0;0;0;8;2;(-341.2248,-77.88232)(-273.641,218.2214)(341.2248,-77.88232)(0,350)(-151.8593,-315.3391)(273.641,218.2214)(151.8593,-315.3391)
1;3;0;1;1;;0;0;0;11;0.01;(-341.2248,-77.88232)(0,350)(341.2248,-77.88232)(151.8593,-315.3391)(-151.8593,-315.3391)(273.641,218.2214)(-273.641,218.2214)
1;4;0;1;1;;0;0;0;3;1;(-151.8593,-315.3391)(273.641,218.2214)(-341.2248,-77.88232)(341.2248,-77.88232)(0,350)(-273.641,218.2214)(151.8593,-315.3391)
1;5;2;0;1;;0;0;1;4;0;(-341.2248,-77.88232)(341.2248,-77.88232)(0,350)(151.8593,-315.3391)(273.641,218.2214)(-273.641,218.2214)(-151.8593,-315.3391)
1;6;0;0;1;;0;0;0;15;0;(273.641,218.2214)(341.2248,-77.88232)(-341.2248,-77.88232)(0,350)(-151.8593,-315.3391)(-273.641,218.2214)(151.8593,-315.3391)
1;7;0;1;1;;0;0;0;12;1;(0,350)(341.2248,-77.88232)(151.8593,-315.3391)(-341.2248,-77.88232)(-273.641,218.2214)(273.641,218.2214)(-151.8593,-315.3391)
1;8;0;0;1;;0;0;0;13;0;(-151.8593,-315.3391)(-273.641,218.2214)(151.8593,-315.3391)(341.2248,-77.88232)(273.641,218.2214)(-341.2248,-77.88232)(0,350)
1;9;0;1;1;;0;0;0;6;0.01;(-151.8593,-315.3391)(-341.2248,-77.88232)(151.8593,-315.3391)(0,350)(273.641,218.2214)(341.2248,-77.88232)(-273.641,218.2214)
1;10;0;0;1;;0;0;0;17;0;(0,350)(341.2248,-77.88232)(-151.8593,-315.3391)(-341.2248,-77.88232)(151.8593,-315.3391)(-273.641,218.2214)(273.641,218.2214)
1;11;1;1;1;;0;0;1;16;1;(341.2248,-77.88232)(151.8593,-315.3391)(-341.2248,-77.88232)(273.641,218.2214)(0,350)(-151.8593,-315.3391)(-273.641,218.2214)
1;12;2;0;1;;0;0;0;1;0;(341.2248,-77.88232)(273.641,218.2214)(-151.8593,-315.3391)(-341.2248,-77.88232)(151.8593,-315.3391)(-273.641,218.2214)(0,350)
2;1;2;0;1;;0;0;1;2;0;(341.2248,-77.88232)(0,350)(273.641,218.2214)(-151.8593,-315.3391)(-341.2248,-77.88232)(-273.641,218.2214)(151.8593,-315.3391)
2;2;2;0;1;;0;0;0;10;0;(341.2248,-77.88232)(-273.641,218.2214)(0,350)(151.8593,-315.3391)(273.641,218.2214)(-151.8593,-315.3391)(-341.2248,-77.88232)
2;3;2;0;1;;0;0;0;7;0;(0,350)(151.8593,-315.3391)(341.2248,-77.88232)(273.641,218.2214)(-151.8593,-315.3391)(-273.641,218.2214)(-341.2248,-77.88232)
2;4;2;0;1;;0;0;1;9;0;(0,350)(151.8593,-315.3391)(273.641,218.2214)(-273.641,218.2214)(-341.2248,-77.88232)(341.2248,-77.88232)(-151.8593,-315.3391)
2;5;2;0;1;;0;0;1;14;0;(151.8593,-315.3391)(-273.641,218.2214)(-151.8593,-315.3391)(273.641,218.2214)(341.2248,-77.88232)(0,350)(-341.2248,-77.88232)
2;6;2;0;1;;0;0;0;5;0;(-273.641,218.2214)(341.2248,-77.88232)(0,350)(273.641,218.2214)(151.8593,-315.3391)(-341.2248,-77.88232)(-151.8593,-315.3391)
2;7;2;0;1;;0;0;1;14;0;(0,350)(273.641,218.2214)(151.8593,-315.3391)(-151.8593,-315.3391)(-341.2248,-77.88232)(341.2248,-77.88232)(-273.641,218.2214)
2;8;2;0;1;;0;0;0;2;0;(0,350)(151.8593,-315.3391)(-151.8593,-315.3391)(273.641,218.2214)(341.2248,-77.88232)(-273.641,218.2214)(-341.2248,-77.88232)
2;9;2;0;1;;0;0;1;8;0;(151.8593,-315.3391)(0,350)(-273.641,218.2214)(-341.2248,-77.88232)(-151.8593,-315.3391)(341.2248,-77.88232)(273.641,218.2214)
2;10;2;0;1;;0;0;0;18;0;(273.641,218.2214)(151.8593,-315.3391)(-341.2248,-77.88232)(341.2248,-77.88232)(0,350)(-151.8593,-315.3391)(-273.641,218.2214)
2;11;2;0;1;;0;0;0;11;0;(-273.641,218.2214)(341.2248,-77.88232)(-341.2248,-77.88232)(273.641,218.2214)(-151.8593,-315.3391)(151.8593,-315.3391)(0,350)
2;12;2;0;1;;0;0;0;17;0;(-273.641,218.2214)(-341.2248,-77.88232)(-151.8593,-315.3391)(273.641,218.2214)(151.8593,-315.3391)(0,350)(341.2248,-77.88232)
3;1;2;0;1;;0;0;0;3;0;(-273.641,218.2214)(151.8593,-315.3391)(0,350)(-151.8593,-315.3391)(341.2248,-77.88232)(273.641,218.2214)(-341.2248,-77.88232)
3;2;2;0;1;;0;0;1;6;0;(273.641,218.2214)(151.8593,-315.3391)(341.2248,-77.88232)(-273.641,218.2214)(0,350)(-151.8593,-315.3391)(-341.2248,-77.88232)
