PartcipantID:5
RandID:5
InitialTimeStamp:21-41-04-890
block;trial;eventType;elapsedTime
1;0;RewardScene;0.031
1;1;Trial;2.108
1;1;AnswerScreen;4.127
1;1;TrialAnswer;4.156
1;1;ParticipantAnswer;4.744
1;1;InterTrialRest;5.2
1;1;RewardScene;5.537
1;2;Trial;7.576
1;2;AnswerScreen;9.585
1;2;TrialAnswer;9.613
1;2;ParticipantAnswer;10.265
1;2;InterTrialRest;10.668
1;2;RewardScene;11.008
1;3;Trial;13.042
1;3;ParticipantSkip;14.876
1;3;AnswerScreen;14.876
1;3;TrialAnswer;14.904
1;3;ParticipantAnswer;15.555
1;3;InterTrialRest;16.128
1;3;RewardScene;16.471
1;4;Trial;18.523
1;4;ParticipantSkip;19.009
1;4;AnswerScreen;19.009
1;4;TrialAnswer;19.036
1;4;ParticipantAnswer;19.884
1;4;InterTrialRest;21.616
1;4;RewardScene;21.957
1;5;Trial;24.003
1;5;ParticipantSkip;24.521
1;5;AnswerScreen;24.522
1;5;TrialAnswer;24.548
1;5;ParticipantAnswer;25.017
1;5;InterTrialRest;27.089
1;5;RewardScene;27.427
1;6;Trial;29.469
1;6;ParticipantSkip;29.873
1;6;AnswerScreen;29.874
1;6;TrialAnswer;29.9
1;6;ParticipantAnswer;30.28
1;6;InterTrialRest;32.562
1;6;RewardScene;32.901
1;7;Trial;34.944
1;7;ParticipantSkip;35.517
1;7;AnswerScreen;35.518
1;7;TrialAnswer;35.545
1;7;ParticipantAnswer;35.978
1;7;InterTrialRest;38.037
1;7;RewardScene;38.378
1;8;Trial;40.42
1;8;ParticipantSkip;40.89
1;8;AnswerScreen;40.89
1;8;TrialAnswer;40.917
1;8;ParticipantAnswer;41.334
1;8;InterTrialRest;43.508
1;8;RewardScene;43.846
1;9;Trial;45.903
1;9;ParticipantSkip;46.352
1;9;AnswerScreen;46.353
1;9;TrialAnswer;46.38
1;9;ParticipantAnswer;46.955
1;9;InterTrialRest;48.991
1;9;RewardScene;49.329
1;10;Trial;51.377
1;10;ParticipantSkip;51.844
1;10;AnswerScreen;51.844
1;10;TrialAnswer;51.871
1;10;ParticipantAnswer;52.233
1;10;InterTrialRest;54.455
1;10;RewardScene;54.794
1;11;Trial;56.844
1;11;ParticipantSkip;58.078
1;11;AnswerScreen;58.079
1;11;TrialAnswer;58.105
1;11;ParticipantAnswer;58.66
1;11;InterTrialRest;59.936
1;11;RewardScene;60.28
1;12;Trial;62.332
1;12;ParticipantSkip;62.713
1;12;AnswerScreen;62.713
1;12;TrialAnswer;62.74
1;12;ParticipantAnswer;63.089
1;12;InterTrialRest;65.422
1;12;RewardScene;65.761
1;13;Trial;67.808
1;13;ParticipantSkip;68.191
1;13;AnswerScreen;68.192
1;13;TrialAnswer;68.219
1;13;ParticipantAnswer;68.618
1;13;InterTrialRest;70.895
1;13;RewardScene;71.236
1;14;Trial;73.287
1;14;ParticipantSkip;73.658
1;14;AnswerScreen;73.658
1;14;TrialAnswer;73.685
1;14;ParticipantAnswer;74.019
1;14;InterTrialRest;76.37
1;14;RewardScene;76.708
1;15;Trial;78.758
1;15;ParticipantSkip;79.274
1;15;AnswerScreen;79.275
1;15;TrialAnswer;79.302
1;15;ParticipantAnswer;80.112
1;15;InterTrialRest;81.844
1;15;RewardScene;82.191
1;16;Trial;84.235
1;16;ParticipantSkip;85.083
1;16;AnswerScreen;85.083
1;16;TrialAnswer;85.11
1;16;ParticipantAnswer;85.405
1;16;InterTrialRest;87.315
1;16;RewardScene;87.655
1;17;Trial;89.699
1;17;ParticipantSkip;90.083
1;17;AnswerScreen;90.083
1;17;TrialAnswer;90.109
1;17;ParticipantAnswer;90.696
1;17;InterTrialRest;92.789
1;17;RewardScene;93.131
1;18;Trial;95.168
1;18;ParticipantSkip;95.534
1;18;AnswerScreen;95.534
1;18;TrialAnswer;95.561
1;18;InterTrialRest;98.258
1;18;RewardScene;98.602
1;19;Trial;100.656
1;19;ParticipantSkip;101.145
1;19;AnswerScreen;101.146
1;19;TrialAnswer;101.172
1;19;ParticipantAnswer;102.137
1;19;InterTrialRest;103.751
1;19;RewardScene;104.089
1;20;Trial;106.123
1;20;ParticipantSkip;107.358
1;20;AnswerScreen;107.358
1;20;TrialAnswer;107.385
1;20;ParticipantAnswer;107.734
1;20;InterTrialRest;109.209
1;20;RewardScene;109.55
1;21;Trial;111.595
1;21;ParticipantSkip;111.976
1;21;AnswerScreen;111.977
1;21;TrialAnswer;112.004
1;21;ParticipantAnswer;112.418
1;21;InterTrialRest;114.684
1;21;RewardScene;115.022
1;22;Trial;117.063
1;22;ParticipantSkip;117.515
1;22;AnswerScreen;117.515
1;22;TrialAnswer;117.542
1;22;ParticipantAnswer;117.924
1;22;InterTrialRest;120.154
1;22;RewardScene;120.491
1;23;Trial;122.541
1;23;ParticipantSkip;123.639
1;23;AnswerScreen;123.64
1;23;TrialAnswer;123.669
1;23;ParticipantAnswer;124.114
1;23;InterTrialRest;125.638
1;23;RewardScene;125.975
1;24;Trial;128.028
1;24;ParticipantSkip;128.6
1;24;AnswerScreen;128.6
1;24;TrialAnswer;128.627
1;24;ParticipantAnswer;129.08
1;24;InterTrialRest;131.114
2;0;InterBlockRest;131.464
2;0;RewardScene;192.302
2;1;Trial;194.354
2;1;ParticipantSkip;195.436
2;1;AnswerScreen;195.436
2;1;TrialAnswer;195.463
2;1;InterTrialRest;197.439
2;1;RewardScene;197.784
2;2;Trial;199.824
2;2;ParticipantSkip;200.994
2;2;AnswerScreen;200.994
2;2;TrialAnswer;201.02
2;2;ParticipantAnswer;201.555
2;2;InterTrialRest;202.916
2;2;RewardScene;203.263
2;3;Trial;205.315
2;3;ParticipantSkip;206.998
2;3;AnswerScreen;206.999
2;3;TrialAnswer;207.025
2;3;ParticipantAnswer;207.527
2;3;InterTrialRest;208.405
2;3;RewardScene;208.745
2;4;Trial;210.793
