PartcipantID:1
RandID:1
InitialTimeStamp:15-48-16-729
block;trial;eventType;elapsedTime;EyeTrackerTime
0;0;Saccade0;0.428;
0;0;ShowingSaccadeCross_Time1.011229;0.46;
0;0;ShowingSaccadeDot_Trial1_Position2;1.457;
0;0;ShowingSaccadeCross_Time0.6983857;1.557;
0;0;ShowingSaccadeDot_Trial2_Position2;2.259;
0;0;ShowingSaccadeCross_Time1.25767;2.359;
0;0;ShowingSaccadeDot_Trial3_Position2;3.629;
0;0;ShowingSaccadeCross_Time0.7698333;3.729;
0;0;ShowingSaccadeDot_Trial4_Position2;4.514;
0;0;ShowingSaccadeCross_Time1.429343;4.631;
0;0;ShowingSaccadeDot_Trial5_Position1;6.066;
0;0;ShowingSaccadeCross_Time1.458845;6.167;
0;0;ShowingSaccadeDot_Trial6_Position0;7.636;
0;0;ShowingSaccadeCross_Time0.943685;7.736;
0;0;ShowingSaccadeDot_Trial7_Position2;8.688;
0;0;ShowingSaccadeCross_Time1.374633;8.788;
0;0;ShowingSaccadeDot_Trial8_Position3;10.173;
0;0;ShowingSaccadeCross_Time1.207836;10.289;
0;0;ShowingSaccadeDot_Trial9_Position1;11.508;
0;0;ShowingSaccadeCross_Time0.6015387;11.608;
0;0;ShowingSaccadeDot_Trial10_Position1;12.225;
0;0;ShowingSaccadeCross_Time0.7457781;12.326;
0;0;ShowingSaccadeDot_Trial11_Position2;13.077;
0;0;ShowingSaccadeCross_Time1.484838;13.177;
0;0;ShowingSaccadeDot_Trial12_Position0;14.662;
0;0;ShowingSaccadeCross_Time1.272456;14.762;
0;0;ShowingSaccadeDot_Trial13_Position0;16.046;
0;0;ShowingSaccadeCross_Time0.5386285;16.163;
0;0;ShowingSaccadeDot_Trial14_Position2;16.714;
0;0;ShowingSaccadeCross_Time0.9125377;16.814;
0;0;ShowingSaccadeDot_Trial15_Position0;17.732;
0;0;ShowingSaccadeCross_Time0.9120714;17.832;
0;0;ShowingSaccadeDot_Trial16_Position3;18.75;
0;0;ShowingSaccadeCross_Time0.6079343;18.867;
0;0;ShowingSaccadeDot_Trial17_Position0;19.484;
0;0;ShowingSaccadeCross_Time1.136836;19.585;
0;0;ShowingSaccadeDot_Trial18_Position3;20.737;
0;0;ShowingSaccadeCross_Time1.024579;20.838;
0;0;ShowingSaccadeDot_Trial19_Position3;21.872;
0;0;ShowingSaccadeCross_Time1.26887;21.972;
0;0;ShowingSaccadeDot_Trial20_Position3;23.257;
0;0;ShowingSaccadeCross_Time0.5913603;23.374;
0;0;ShowingSaccadeDot_Trial21_Position0;23.975;
0;0;ShowingSaccadeCross_Time0.9002739;24.091;
0;0;ShowingSaccadeDot_Trial22_Position1;24.994;
0;0;ShowingSaccadeCross_Time0.7190743;25.111;
0;0;ShowingSaccadeDot_Trial23_Position1;25.845;
0;0;ShowingSaccadeCross_Time0.5246029;25.945;
0;0;ShowingSaccadeDot_Trial24_Position2;26.48;
0;0;ShowingSaccadeCross_Time0.8960027;26.58;
0;0;ShowingSaccadeDot_Trial25_Position0;27.482;
0;0;ShowingSaccadeCross_Time0.6410974;27.599;
0;0;ShowingSaccadeDot_Trial26_Position1;28.251;
0;0;ShowingSaccadeCross_Time1.354283;28.351;
0;0;ShowingSaccadeDot_Trial27_Position0;29.718;
0;0;ShowingSaccadeCross_Time1.134553;29.835;
0;0;ShowingSaccadeDot_Trial28_Position2;30.971;
0;0;ShowingSaccadeCross_Time0.9592229;31.071;
0;0;ShowingSaccadeDot_Trial29_Position0;32.039;
0;0;ShowingSaccadeCross_Time0.6814057;32.156;
0;0;ShowingSaccadeDot_Trial30_Position0;32.84;
0;0;ShowingSaccadeCross_Time0.5225771;32.94;
0;0;ShowingSaccadeDot_Trial31_Position3;33.475;
0;0;ShowingSaccadeCross_Time0.8919953;33.575;
0;0;ShowingSaccadeDot_Trial32_Position0;34.476;
0;0;ShowingSaccadeCross_Time0.6904813;34.576;
0;0;ShowingSaccadeDot_Trial33_Position0;35.277;
0;0;ShowingSaccadeCross_Time1.330766;35.393;
0;0;ShowingSaccadeDot_Trial34_Position2;36.729;
0;0;ShowingSaccadeCross_Time0.5299441;36.829;
0;0;ShowingSaccadeDot_Trial35_Position1;37.363;
0;0;ShowingSaccadeCross_Time1.045502;37.463;
0;0;ShowingSaccadeDot_Trial36_Position2;38.513;
0;0;ShowingSaccadeCross_Time1.355576;38.613;
0;0;ShowingSaccadeDot_Trial37_Position1;39.982;
0;0;ShowingSaccadeCross_Time1.318486;40.099;
0;0;ShowingSaccadeDot_Trial38_Position1;41.434;
0;0;ShowingSaccadeCross_Time0.583595;41.55;
0;0;ShowingSaccadeDot_Trial39_Position3;42.134;
0;0;ShowingSaccadeCross_Time1.469594;42.234;
0;0;ShowingSaccadeDot_Trial40_Position3;43.72;
0;0;ShowingSaccadeCross_Time1.162546;43.82;
0;0;ShowingSaccadeDot_Trial41_Position0;44.988;
0;0;ShowingSaccadeCross_Time1.425541;45.104;
0;0;ShowingSaccadeDot_Trial42_Position3;46.539;
0;0;ShowingSaccadeCross_Time1.400507;46.639;
0;0;ShowingSaccadeDot_Trial43_Position3;48.04;
0;0;ShowingSaccadeCross_Time0.8089028;48.157;
0;0;ShowingSaccadeDot_Trial44_Position1;48.974;
0;0;ShowingSaccadeCross_Time1.285752;49.091;
0;0;ShowingSaccadeDot_Trial45_Position3;50.392;
0;0;ShowingSaccadeCross_Time1.339694;50.509;
0;0;ShowingSaccadeDot_Trial46_Position0;51.86;
0;0;ShowingSaccadeCross_Time0.5853139;51.96;
0;0;ShowingSaccadeDot_Trial47_Position1;52.561;
0;0;ShowingSaccadeCross_Time1.100223;52.661;
0;0;ShowingSaccadeDot_Trial48_Position3;53.761;
0;0;ShowingSaccadeCross_Time0.5606404;53.861;
0;0;ShowingSaccadeDot_Trial49_Position2;54.429;
0;0;ShowingSaccadeCross_Time1.457067;54.529;
0;0;ShowingSaccadeDot_Trial50_Position2;55.998;
0;0;ShowingSaccadeCross_Time0.9137049;56.098;
0;0;ShowingSaccadeDot_Trial51_Position1;57.016;
0;0;ShowingSaccadeCross_Time1.012505;57.116;
0;0;ShowingSaccadeDot_Trial52_Position1;58.133;
0;0;ShowingSaccadeCross_Time1.153109;58.234;
0;0;ShowingSaccadeDot_Trial53_Position1;59.401;
0;0;ShowingSaccadeCross_Time1.186275;59.501;
0;0;ShowingSaccadeDot_Trial54_Position3;60.702;
0;0;ShowingSaccadeCross_Time0.9675696;60.819;
0;0;ShowingSaccadeDot_Trial55_Position2;61.787;
0;0;ShowingSaccadeCross_Time0.60896;61.888;
0;0;ShowingSaccadeDot_Trial56_Position1;62.505;
0;0;ShowingSaccadeCross_Time0.995086;62.605;
0;0;ShowingSaccadeDot_Trial57_Position0;63.607;
0;0;ShowingSaccadeCross_Time1.199843;63.707;
0;0;ShowingSaccadeDot_Trial58_Position2;64.908;
0;0;ShowingSaccadeCross_Time0.8209356;65.009;
0;0;ShowingSaccadeDot_Trial59_Position3;65.843;
0;0;ShowingSaccadeCross_Time1.217906;65.96;
0;0;ShowingSaccadeDot_Trial60_Position3;67.178;
1;1;InterTrialRest_Time7;67.338;
1;1;RewardScene;74.458;NA
1;1;Trial;76.495;NA
1;1;ParticipantSkip;92.384;NA
1;1;AnswerScreen;92.384;NA
1;1;TrialAnswer;92.542;NA
1;1;ParticipantAnswer;93.127;NA
1;2;InterTrialRest_Time7;106.698;NA
1;2;RewardScene;113.736;NA
1;2;Trial;115.764;NA
1;2;AnswerScreen;140.768;NA
1;2;TrialAnswer;140.821;NA
1;2;ParticipantAnswer;142.319;NA
1;3;InterTrialRest_Time6;145.948;NA
1;3;RewardScene;151.985;NA
1;3;Trial;153.998;NA
