PartcipantID:1
RandID:1
InitialTimeStamp:22-01-08-087
block;trial;eventType;elapsedTime;EyeTrackerTime
0;0;Saccade0;0.182;
0;0;ShowingSaccadeCross_Time1.011229;0.218;
0;0;ShowingSaccadeDot_Trial1_Position2;1.085;
0;0;ShowingSaccadeCross_Time0.6983857;2.085;
0;0;ShowingSaccadeDot_Trial2_Position2;2.786;
0;0;ShowingSaccadeCross_Time1.25767;5.6;
0;0;ShowingSaccadeDot_Trial3_Position2;7.932;
0;0;ShowingSaccadeCross_Time0.7698333;8.951;
0;0;ShowingSaccadeDot_Trial4_Position2;9.735;
0;0;ShowingSaccadeCross_Time1.429343;10.736;
0;0;ShowingSaccadeDot_Trial5_Position1;12.17;
0;0;ShowingSaccadeCross_Time1.458845;13.17;
0;0;ShowingSaccadeDot_Trial6_Position0;14.637;
0;0;ShowingSaccadeCross_Time0.943685;15.637;
0;0;ShowingSaccadeDot_Trial7_Position2;16.588;
0;0;ShowingSaccadeCross_Time1.374633;17.588;
0;0;ShowingSaccadeDot_Trial8_Position3;18.972;
0;0;ShowingSaccadeCross_Time1.207836;19.972;
0;0;ShowingSaccadeDot_Trial9_Position1;21.19;
0;0;ShowingSaccadeCross_Time0.6015387;22.19;
0;0;ShowingSaccadeDot_Trial10_Position1;22.807;
0;0;ShowingSaccadeCross_Time0.7457781;23.808;
0;0;ShowingSaccadeDot_Trial11_Position2;24.559;
0;0;ShowingSaccadeCross_Time1.484838;25.56;
0;0;ShowingSaccadeDot_Trial12_Position0;27.061;
0;0;ShowingSaccadeCross_Time1.272456;58.6;
0;0;ShowingSaccadeDot_Trial13_Position0;59.883;
0;0;ShowingSaccadeCross_Time0.5386285;60.884;
0;0;ShowingSaccadeDot_Trial14_Position2;61.434;
0;0;ShowingSaccadeCross_Time0.9125377;62.436;
0;0;ShowingSaccadeDot_Trial15_Position0;63.353;
0;0;ShowingSaccadeCross_Time0.9120714;64.353;
0;0;ShowingSaccadeDot_Trial16_Position3;65.272;
0;0;ShowingSaccadeCross_Time0.6079343;66.273;
0;0;ShowingSaccadeDot_Trial17_Position0;222.16;
0;0;ShowingSaccadeCross_Time1.136836;223.162;
0;0;ShowingSaccadeDot_Trial18_Position3;224.313;
0;0;ShowingSaccadeCross_Time1.024579;225.313;
0;0;ShowingSaccadeDot_Trial19_Position3;226.347;
0;0;ShowingSaccadeCross_Time1.26887;227.347;
0;0;ShowingSaccadeDot_Trial20_Position3;228.632;
0;0;ShowingSaccadeCross_Time0.5913603;229.633;
0;0;ShowingSaccadeDot_Trial21_Position0;230.233;
0;0;ShowingSaccadeCross_Time0.9002739;377.718;
0;0;ShowingSaccadeDot_Trial22_Position1;378.644;
0;0;ShowingSaccadeCross_Time0.7190743;379.646;
0;0;ShowingSaccadeDot_Trial23_Position1;380.38;
0;0;ShowingSaccadeCross_Time0.5246029;381.381;
0;0;ShowingSaccadeDot_Trial24_Position2;381.915;
0;0;ShowingSaccadeCross_Time0.8960027;382.916;
