PartcipantID:1
RandID:1
InitialTimeStamp:12-04-00-001
block;trial;eventType;elapsedTime
1;0;ShowNumber;0.034
1;1;Trial;2.089
1;1;ParticipantSkip;2.974
1;1;AnswerScreen;2.974
1;1;TrialAnswer;3.139
1;1;EnterNumber;5.349
1;1;InterTrialRest;6.456
1;1;InterTrialRest;6.498
1;1;ShowNumber;6.84
1;2;Trial;8.884
1;2;ParticipantSkip;9.561
1;2;AnswerScreen;9.561
1;2;TrialAnswer;9.719
1;2;EnterNumber;12.104
1;2;InterTrialRest;13.591
1;2;InterTrialRest;13.632
1;2;ShowNumber;13.975
1;3;Trial;16.032
1;3;ParticipantSkip;16.505
1;3;AnswerScreen;16.506
1;3;TrialAnswer;16.671
1;3;ParticipantAnswer;17.452
1;3;EnterNumber;19.265
1;3;InterTrialRest;20.53
1;3;InterTrialRest;20.573
1;3;ShowNumber;20.923
1;4;Trial;22.979
1;4;ParticipantSkip;23.589
1;4;AnswerScreen;23.589
1;4;TrialAnswer;23.817
1;4;ParticipantAnswer;24.355
1;4;EnterNumber;26.299
1;4;InterTrialRest;27.447
1;4;InterTrialRest;27.49
1;4;ShowNumber;27.835
1;5;Trial;29.88
1;5;ParticipantSkip;30.325
1;5;AnswerScreen;30.326
1;5;TrialAnswer;30.517
1;5;ParticipantAnswer;30.939
1;5;EnterNumber;33.145
1;5;InterTrialRest;35.083
1;5;InterTrialRest;35.125
1;5;ShowNumber;35.473
1;6;Trial;37.524
1;6;ParticipantSkip;37.931
1;6;AnswerScreen;37.931
1;6;TrialAnswer;37.976
1;6;ParticipantAnswer;38.821
1;6;EnterNumber;40.638
1;6;InterTrialRest;41.715
1;6;InterTrialRest;41.758
1;6;ShowNumber;42.1
1;7;Trial;44.142
1;7;ParticipantSkip;44.598
1;7;AnswerScreen;44.599
1;7;TrialAnswer;44.776
1;7;ParticipantAnswer;45.296
1;7;EnterNumber;47.384
1;7;InterTrialRest;48.375
1;7;InterTrialRest;48.419
1;7;ShowNumber;48.761
1;8;Trial;50.81
1;8;ParticipantSkip;51.644
1;8;AnswerScreen;51.644
1;8;TrialAnswer;51.858
1;8;ParticipantAnswer;52.804
1;8;EnterNumber;54.091
1;8;InterTrialRest;55.241
1;8;InterTrialRest;55.293
2;0;InterBlockRest;55.636
2;0;ShowNumber;122.492
2;1;Trial;124.55
2;1;AnswerScreen;126.572
2;1;TrialAnswer;126.792
2;1;EnterNumber;127.841
2;1;InterTrialRest;127.915
2;1;InterTrialRest;127.96
2;1;ShowNumber;128.306
2;2;Trial;130.347
2;2;AnswerScreen;132.365
2;2;TrialAnswer;132.401
2;2;ParticipantAnswer;133.007
2;2;EnterNumber;133.442
2;2;InterTrialRest;138.487
2;2;InterTrialRest;138.529
2;2;ShowNumber;138.873
2;3;Trial;140.911
