1;1;0;1;2.92626
1;1;3;1;3.780365
1;1;5;1;5.561777
1;1;5;1;3.316565
1;1;5;2;4.116457
1;1;0;1;5.24021
1;1;0;2;5.633486
1;1;0;1;6.147583
1;1;0;2;6.556795
1;1;4;1;7.530859
1;1;4;2;7.839851
1;1;2;1;8.660439
1;1;2;2;8.899082
1;1;3;1;1.862165
1;1;3;2;2.511009
1;1;3;1;2.902304
1;1;3;2;3.377497
1;1;3;1;4.182987
1;1;3;2;4.558706
1;1;3;1;5.002798
1;1;3;2;5.634287
1;1;3;1;6.130186
1;1;3;2;6.541359
1;1;3;1;7.070118
1;1;3;2;8.336071
1;1;3;1;8.919407
1;1;3;2;9.689684
1;1;0;1;4.470716
1;1;0;2;5.03233
1;1;0;1;5.424879
1;1;0;2;5.818123
1;1;0;1;6.209452
1;1;0;2;6.57056
1;1;0;1;6.928913
1;1;0;2;7.274332
1;1;0;1;7.665697
1;1;0;2;8.553123
1;1;5;1;1.69208
1;1;4;1;2.609325
1;1;4;2;3.016338
1;1;4;1;3.355551
1;2;2;1;1.072931
1;2;1;1;3.00091
1;4;5;1;3.148203
1;4;2;1;3.643951
1;2;2;1;1.23143
1;2;2;2;1.679792
1;6;0;1;2.372572
1;6;3;1;3.079596
1;1;1;1;1.404161
1;1;4;1;2.248178
1;1;4;2;2.96138
1;1;4;1;3.385796
1;1;4;2;3.913307
1;1;4;1;4.28994
1;1;4;2;4.666769
1;1;4;1;5.454937
1;1;4;2;5.847824
1;1;2;1;4.376951
1;1;4;1;5.991751
1;3;4;1;3.194572
1;3;2;1;5.155359
1;4;4;1;1.199036
1;4;1;1;1.777353
1;4;0;1;3.72724
1;1;0;1;1.764946
1;1;5;1;3.089558
1;1;4;1;3.891285
1;1;4;1;1.192636
1;1;4;2;1.907669
1;1;0;1;3.102718
1;1;0;2;5.085264
1;1;5;1;10.03945
1;1;5;2;11.56094
1;1;5;1;13.01436
1;1;5;2;13.44021
1;1;5;1;13.98803
1;1;5;2;14.34569
1;1;5;1;15.71566
1;1;5;2;15.95546
1;1;5;1;17.86211
1;1;5;2;18.18816
1;1;5;1;18.69077
1;1;5;2;19.10022
1;1;0;1;20.43376
1;1;0;2;21.16698
1;1;0;1;22.0109
1;1;0;2;22.31808
1;1;3;1;1.506363
1;1;0;1;4.730907
1;1;3;1;1.781227
1;2;5;1;0.8907146
1;2;3;1;2.324942
1;2;0;1;3.417868
1;1;5;1;7.378241
1;1;1;1;7.81127
1;1;5;1;1.589792
1;1;4;1;3.019142
1;1;4;2;3.647236
1;1;4;1;6.040373
1;1;0;1;7.148142
1;3;0;1;3.085894
1;3;3;1;3.798897
1;3;2;1;4.24044
1;1;2;1;1.564716
1;1;5;1;4.503016
1;1;5;2;4.76091
1;1;4;1;5.391954
1;2;5;1;1.295982
1;2;1;1;1.792475
1;3;2;1;1.415174
1;3;4;1;2.321539
1;4;2;1;1.534075
1;4;0;1;2.925083
1;4;5;1;4.265949
1;5;2;1;0.8535614
1;5;5;1;1.755743
1;6;0;1;0.8032875
1;6;1;1;1.196268
1;6;4;1;1.862421
1;8;0;1;1.072935
1;8;1;1;1.7873
1;3;4;1;1.739447
1;3;2;1;2.439049
1;1;15;1;0.5297127
1;2;1;1;0.6334724
1;1;24;1;0.66745
1;1;26;1;1.316219
1;1;20;1;2.116798
1;1;24;2;5.849773
1;1;27;1;6.222752
1;1;27;2;6.697472
1;1;29;1;7.121704
1;1;23;1;9.795376
1;1;5;1;10.49728
1;1;27;1;12.03811
1;1;27;2;12.51782
1;1;20;2;13.09949
1;1;26;2;13.45919
1;1;17;1;13.97218
1;1;11;1;15.35567
1;1;8;1;18.56946
1;1;0;1;19.69934
1;1;20;1;22.17901
1;1;26;1;22.6568
1;1;7;1;27.41515
1;6;1;1;0.6703911
1;7;8;1;0.7532959
1;8;4;1;0.9069023
2;1;1;1;0.618866
2;2;4;1;0.6334381
2;3;13;1;0.5803871
2;4;3;1;0.800354
2;5;2;1;1.092777
2;5;1;1;2.747658
2;5;1;2;3.037266
2;5;1;1;3.481674
2;6;4;1;0.8202248
2;7;2;1;0.6502724
2;8;2;1;0.5648308
1;1;2;1;0.8751373
1;1;2;2;1.455055
1;7;2;1;0.444706
2;2;3;1;0.872364
1;1;15;1;3.828911
1;1;12;1;4.612473
1;1;12;2;6.932217
1;1;5;1;7.888256
1;1;29;1;8.809166
1;1;23;1;10.2054
1;1;15;2;11.54914
1;1;11;1;12.61859
1;1;25;1;13.07752
1;1;8;1;15.23349
1;1;14;1;15.64288
1;1;21;1;1.158802
1;1;6;1;2.398174
1;1;100;2;4.418579
1;1;23;1;0.9706001
1;1;29;1;2.447929
1;1;11;1;3.938271
1;1;5;1;4.639687
1;5;3;1;3.962814
2;7;4;1;0.7894325
2;8;0;1;1.415829
1;1;22;1;1.183697
1;1;29;1;1.79435
1;1;23;1;2.253109
1;1;22;2;3.322746
1;1;11;1;4.189121
1;1;0;1;1.124908
1;1;20;1;2.142864
1;1;17;1;1.795673
1;1;5;1;2.355232
1;2;4;1;1.301529
1;3;3;1;1.07943
1;4;3;1;0.4962006
1;5;0;1;0.4294472
1;6;3;1;0.909584
1;7;3;1;0.6510239
1;8;4;1;0.6177902
2;1;3;1;0.6697807
2;2;4;1;1.642437
2;3;25;1;0.4321442
2;4;4;1;0.6346512
2;5;0;1;0.5641556
2;6;1;1;0.5645561
2;7;5;1;0.4445152
2;8;1;1;1.055714
